time_ms,B102NO2,B302C2H5OH,B502VOC,B702CO,TdegC,RH
104533,768,691,553,212,25,34
104664,768,691,553,212,25,34
104791,768,691,553,212,25,34
104927,768,691,553,212,25,34
105057,768,692,552,213,25,34
105189,768,691,553,212,25,34
105320,768,691,554,212,25,34
105451,768,691,553,212,25,34
105582,768,691,553,212,25,34
105713,768,691,554,212,25,34
105840,768,691,554,213,25,34
105971,768,691,553,212,25,34
106106,768,691,553,212,25,34
106237,767,692,554,213,25,34
106368,768,691,553,212,25,34
106500,768,691,553,212,25,34
106630,768,691,553,212,25,34
106761,768,691,554,212,25,34
106889,768,692,553,212,25,34
107020,768,691,552,212,25,34
107151,768,691,552,212,25,34
107286,768,690,553,212,25,34
107417,768,691,553,212,25,34
107548,767,691,553,213,25,34
107679,768,691,553,212,25,34
107810,768,691,554,212,25,34
107941,768,691,553,212,25,34
108068,768,691,553,212,25,34
108199,768,691,553,212,25,34
108330,768,691,553,212,25,34
108465,768,691,553,212,25,34
108596,768,691,553,212,25,34
108727,768,691,553,212,25,34
108858,768,690,553,212,25,34
108989,768,691,553,212,25,34
109117,768,691,553,213,25,34
109249,768,691,553,212,25,34
109379,768,691,553,211,25,34
109510,767,691,553,213,25,34
109645,768,691,554,211,25,34
109776,768,690,552,211,25,34
109907,768,691,553,213,25,34
110038,768,691,553,213,25,34
110165,768,691,553,212,25,34
110296,768,691,553,213,25,34
110427,768,691,553,212,25,34
110558,768,691,553,212,25,34
110691,767,691,553,212,25,34
110825,767,692,553,212,25,34
110956,768,691,553,212,25,34
111087,768,691,553,213,25,34
111218,767,691,553,213,25,34
111345,768,691,552,212,25,34
111476,768,690,553,212,25,34
111607,768,691,553,212,25,34
111738,768,691,553,212,25,34
111869,768,691,552,212,25,34
112004,768,691,552,212,25,34
112135,768,691,554,212,25,34
112266,768,691,553,212,25,34
112393,768,691,553,212,25,34
112524,768,691,554,211,25,34
112655,768,691,554,212,25,34
112786,768,691,553,212,25,34
112917,768,691,553,212,25,34
113049,767,691,553,212,25,34
113184,768,691,553,212,25,34
113315,768,691,553,211,25,34
113442,768,691,552,212,25,34
113573,767,690,553,211,25,34
113704,767,691,553,212,25,34
113835,768,690,552,212,25,34
113966,768,691,553,212,25,34
114097,768,691,552,212,25,34
114228,767,691,553,212,25,34
114363,767,690,553,212,25,34
114490,768,691,552,213,25,34
114621,767,690,553,212,25,34
114752,768,690,553,211,25,34
114883,767,691,553,211,25,34
115015,768,691,554,212,25,34
115146,768,691,554,212,25,34
115277,767,691,552,212,25,34
115408,768,691,553,212,25,34
115539,768,690,553,211,25,34
115670,768,691,552,212,25,34
